"particion","n","media_log_y","sd_log_y","media_edad","prop_hombres","media_horas","prop_cuenta_propia","prop_formal"
"entrenamiento",10263,13.8635423804463,0.888168927748497,38.7960635291825,0.527233752314138,47.4820228003508,0.292799376400663,0.604014420734678
"validacion",4501,13.8794534633024,0.914992855146954,39.0982003999111,0.525216618529216,47.8849144634526,0.307931570762053,0.598755832037325
