id_persona,log_y,pred_loo,pred_cv5
4514489-1-2,13.840827365948064,13.829705051873873,13.75696342365553
4514490-1-1,14.051899303133768,14.352813390044805,14.374084218650978
4514490-1-2,13.939761520302133,14.154855037937601,14.146945148662319
4514491-1-1,13.672436997605256,13.901848881779832,13.897149239624744
4514491-1-2,13.755077730254174,13.941033012946138,13.901813581017068
4514492-1-1,13.592367006650065,13.781856208075931,13.789037308022507
4514494-1-6,13.710150042306449,13.435160648198666,13.376447631181744
4514494-1-1,13.722664121899305,13.847869877369233,13.857064612737236
4514494-1-7,13.710150042306449,13.697718022857172,13.652771718670708
4514494-1-5,14.090467033634994,13.87340803681246,13.941221401708267
4514496-1-1,14.845129975145433,14.558024205694883,14.481129402545191
4514497-1-2,13.122363377404328,13.242928104661816,13.27616392926984
4514497-1-1,13.592367006650065,13.615003422917747,13.60175342197289
4514498-1-1,13.815510557964274,13.707887990188103,13.707707502238028
4514499-1-1,13.122363377404328,12.774024673968487,12.773121871013954
4514500-1-1,13.906895087932792,13.467678889189509,13.510964488133682
4514500-1-2,11.982929094215963,12.628813866744169,12.603926388642288
4514501-1-1,13.969495545493894,13.856885160315576,13.888822011228655
4514501-1-2,13.53365638692338,13.957254019230144,13.956289710030045
4514502-1-1,13.733060037167228,14.162469957147682,14.130774866370857
4514503-1-1,13.122363377404328,12.620065850667975,12.619467799824353
4514507-1-1,13.511315561204944,13.923755546246449,13.827656129287458
4514511-1-1,13.6903253105993,13.622608288205852,13.65463119494102
4514512-1-1,13.815510557964274,14.15205744253024,14.146032239959407
4514512-1-3,12.611537753638338,13.252933058660595,13.233130935204368
4514512-1-2,12.388394202324127,12.821977789315627,12.799391360590569
4514514-1-2,13.893264802949554,13.70977001351369,13.696381390327025
4514514-1-1,14.054789923987675,14.379765360871843,14.339868374241002
4514515-1-1,13.592367006650065,13.774451551072795,13.759767093441113
4514516-1-2,14.938815459222756,14.725016475045337,14.783885902951454
4514518-1-1,14.367750640708786,14.230130868177326,14.231702086266713
4514518-1-3,13.969495545493894,13.98753997337353,14.01788420802575
4514519-1-1,13.663749364788574,14.316140465481993,14.330187202546886
4514520-1-1,13.722664121899305,13.841752805766665,13.851217841569708
4514521-1-3,13.592367006650065,13.64504885647898,13.65085633267552
4514538-1-2,14.181079284706792,14.166131110205074,14.247246530846969
4514538-1-1,13.6903253105993,13.740722425530826,13.72905327998658
4514542-1-4,14.588700484659292,14.667471517361234,14.677835191852125
4514542-1-3,15.341566861459324,15.206415391360805,15.14799275801037
4514549-1-1,13.592367006650065,13.48766139837754,13.46811726398642
4514565-1-1,13.399995114002609,14.10588420703642,14.13896900866934
4521221-1-1,16.11809565095832,15.594572615061962,15.60051973088524
4521222-1-2,13.304684934198283,13.715923306476714,13.746289594400048
4521223-1-1,16.588099280204055,15.586799245078401,15.549453363110258
4521223-1-2,15.984564258333798,15.456042329282802,15.460035692175458
4521225-1-3,15.068273526459642,14.55725113727698,14.543387636131524
4521226-1-2,14.587006704935195,14.282656623628462,14.279243137919766
4521228-1-1,13.710150042306449,13.100746724183347,13.155421633137989
4521229-1-1,14.603967918328545,14.289433764251612,14.277698683466554
4521229-1-3,14.139866834735423,14.501004268641577,14.532393709447646
4521231-1-1,13.511315561204944,14.029185569744065,14.03693914696223
4521231-1-3,13.955272500339431,14.03380156274923,14.037474276069034
4521232-1-2,13.710150042306449,14.330724709381371,14.256697109488162
4521232-1-3,13.928839243271277,13.922215395830756,13.919291360564038
4521233-1-2,14.811843966742734,14.673832269921572,14.670962024259323
4521234-1-1,13.6903253105993,14.240709117729825,14.245700125432764
4521234-1-3,13.969495545493894,14.483708534663947,14.442132913304327
4521236-1-1,15.687312734865866,15.22706544263534,15.156670817977574
4521237-1-1,13.597831657585006,13.785984828241485,13.787125050104278
4521237-1-2,13.895553304099348,14.481115129712503,14.478316386052962
4521239-1-1,14.003999411990868,14.122346494582782,14.14385124179456
4521239-1-2,13.417080613706185,13.178277134958082,13.192329395251884
4521242-1-1,13.304684934198283,13.199569543726238,13.224364511350178
4521243-1-1,13.732128949025222,13.65317839269358,13.616103071208455
4521243-1-2,13.6903253105993,13.802769325685265,13.78610967811355
4521245-1-1,12.611537753638338,13.150285431019725,13.126356735122826
4521245-1-2,12.89921982609012,13.25466084375218,13.255210280957055
4521246-1-1,13.710150042306449,13.643770211072548,13.620589988499264
4521246-1-2,12.206072645530174,13.173489739241228,13.222268475633312
4521246-1-3,13.122363377404328,13.176344077088775,13.219538539516181
4521246-1-4,13.815510557964274,13.610415173670868,13.644287882665724
4521247-1-1,13.815510557964274,13.528235179939598,13.499645943529417
4521248-1-1,15.761420707019589,15.124212518147726,15.08871663021834
4521248-1-2,16.032900877490366,14.908179692013798,14.873936310149757
4521248-1-4,13.790192749979983,13.927998781819245,13.92131583170486
4521250-1-1,13.997832114758229,13.957100378194191,13.904804625985346
4521250-1-2,14.195657858088149,13.744193890513097,13.70502931386818
4521252-1-1,14.861307868755748,14.760330128644236,14.750108302845442
4521252-1-2,14.06158908056098,14.524501339707726,14.496285074610467
4521253-1-1,13.458835614025542,13.056242464523324,13.070743693579127
4521253-1-3,14.253640723047978,13.38895979490471,13.42009687740193
4521253-1-4,13.9108207377686,13.938744782086799,13.920481133840168
4521254-1-1,13.081541382884074,12.884855721036878,12.867407897202803
4521254-1-5,13.017002861746503,13.216005430080363,13.23945073713408
4521255-1-2,13.19188944005294,12.667580598354517,12.626593198640338
4521255-1-3,13.723969323005967,13.859296880997038,13.863648828092446
4521255-1-4,13.69054090878914,13.54610994502791,13.580226540178492
4521256-1-1,14.034223006426735,14.060657127623717,14.039993656268347
4521256-1-2,13.458835614025542,13.293889968457057,13.282877580571872
4521257-1-1,16.118928603956633,15.116344287286466,15.131944423441716
4521257-1-3,14.28551418721001,14.13665557596433,14.15805015174773
4521258-1-2,15.86792340585208,15.161655005092324,15.102737388684877
4521259-1-1,14.403297222866392,13.708474634887041,13.640918853026484
4521259-1-2,14.31810237680316,15.344691615811811,15.29740344084864
4521261-1-1,13.546825150853673,14.31219631902567,14.305395349447627
4521264-1-1,14.077874822431763,13.739361810458536,13.794414807459722
4521264-1-2,13.815510557964274,13.37684091406542,13.384814238041937
4521264-1-3,13.592367006650065,13.905925969348413,13.878369538270064
4521264-1-4,13.997832114758229,13.934297801057173,13.945935995721602
4521264-1-5,13.997832114758229,13.23039719149039,13.218679587926742
4521265-1-1,13.69054090878914,13.82034909901048,13.808095327818677
